branches,releases,forks,watchers,stargazers,contributors,size,vp-category-equalfreq
1.791759469228055,30,3.4339872044851463,2.302585092994046,5.272999558563747,2.70805020110221,9436,1
1.3862943611198906,6,3.295836866004329,1.791759469228055,3.8918202981106265,2.6390573296152584,127,0
1.3862943611198906,3,2.302585092994046,1.6094379124341005,3.970291913552122,1.3862943611198906,1589,0
1.0986122886681098,30,3.4011973816621555,1.3862943611198906,3.58351893845611,3.1354942159291497,11017,1
2.6390573296152584,9,2.1972245773362196,1.3862943611198906,2.772588722239781,2.0794415416798357,3285,1
0.6931471805599453,20,1.3862943611198906,1.0986122886681098,2.833213344056216,1.6094379124341005,2018,0
1.791759469228055,16,1.6094379124341005,1.0986122886681098,2.772588722239781,1.3862943611198906,174,0
1.0986122886681098,9,1.3862943611198906,1.0986122886681098,3.218875824868201,1.0986122886681098,1391,0
1.6094379124341005,8,2.5649493574615367,1.3862943611198906,3.332204510175204,1.3862943611198906,5226,1
2.0794415416798357,27,2.6390573296152584,1.0986122886681098,4.7535901911063645,2.0794415416798357,35535,0
2.70805020110221,30,5.908082938168931,2.9444389791664403,8.378620541552298,3.4339872044851463,85019,0
1.6094379124341005,5,2.3978952727983707,1.791759469228055,3.5263605246161616,2.0794415416798357,2378,0
0.6931471805599453,16,3.610917912644224,1.6094379124341005,4.574710978503383,2.0794415416798357,539,1
1.6094379124341005,22,4.477336814478207,2.3978952727983707,5.616771097666572,2.4849066497880004,1221,1
3.218875824868201,30,3.713572066704308,2.772588722239781,5.602118820879701,2.772588722239781,20491,1
1.0986122886681098,6,1.9459101490553132,1.3862943611198906,3.4011973816621555,2.0794415416798357,108,0
0.6931471805599453,13,2.9444389791664403,1.3862943611198906,4.330733340286331,1.791759469228055,252,0
2.772588722239781,6,3.784189633918261,1.0986122886681098,3.912023005428146,2.3978952727983707,55643,0
1.0986122886681098,29,3.970291913552122,1.9459101490553132,4.709530201312334,2.4849066497880004,1473,0
2.1972245773362196,13,2.1972245773362196,1.0986122886681098,3.9889840465642745,1.6094379124341005,2942,0
1.0986122886681098,14,4.060443010546419,1.791759469228055,5.337538079701318,2.0794415416798357,2013,0
2.0794415416798357,4,2.1972245773362196,1.0986122886681098,3.1780538303479458,1.6094379124341005,868,1
1.6094379124341005,15,1.6094379124341005,1.0986122886681098,4.23410650459726,1.6094379124341005,3507,1
1.791759469228055,3,1.6094379124341005,1.0986122886681098,2.9444389791664403,1.3862943611198906,881,1
1.9459101490553132,30,0.6931471805599453,1.3862943611198906,3.218875824868201,1.6094379124341005,3939,0
1.9459101490553132,30,4.110873864173311,1.0986122886681098,5.262690188904886,2.772588722239781,714,0
1.6094379124341005,19,3.1780538303479458,1.3862943611198906,4.189654742026425,2.6390573296152584,57435,1
1.9459101490553132,7,3.218875824868201,1.0986122886681098,4.867534450455582,2.70805020110221,1255,0
1.9459101490553132,16,2.9444389791664403,2.8903717578961645,4.418840607796598,2.8903717578961645,11777,0
1.9459101490553132,30,5.308267697401205,2.772588722239781,6.922643891475888,3.4339872044851463,1968,1
2.5649493574615367,15,3.828641396489095,1.0986122886681098,4.912654885736052,2.3978952727983707,26228,1
0.6931471805599453,14,1.0986122886681098,3.091042453358316,3.688879454113936,2.0794415416798357,5829,1
2.3978952727983707,12,4.442651256490317,1.6094379124341005,5.521460917862246,2.9444389791664403,477,0
1.3862943611198906,10,2.833213344056216,1.0986122886681098,3.8918202981106265,1.0986122886681098,1120,1
1.6094379124341005,26,3.367295829986474,0.6931471805599453,4.663439094112067,1.6094379124341005,50542,1
0.6931471805599453,26,2.302585092994046,1.0986122886681098,3.4011973816621555,2.0794415416798357,1232,0
2.0794415416798357,2,1.791759469228055,1.0986122886681098,2.995732273553991,1.0986122886681098,981,0
1.3862943611198906,5,2.302585092994046,1.3862943611198906,2.70805020110221,2.1972245773362196,199,0
1.0986122886681098,3,1.6094379124341005,1.3862943611198906,2.833213344056216,1.6094379124341005,326,1
1.791759469228055,7,1.0986122886681098,1.3862943611198906,2.772588722239781,1.3862943611198906,241025,0
0.6931471805599453,1,2.70805020110221,1.9459101490553132,3.5263605246161616,1.0986122886681098,92,0
1.6094379124341005,10,1.0986122886681098,1.0986122886681098,2.5649493574615367,1.0986122886681098,1008,0
1.6094379124341005,15,2.70805020110221,1.6094379124341005,4.605170185988092,2.1972245773362196,618,0
1.0986122886681098,14,3.871201010907891,2.70805020110221,5.8971538676367405,2.772588722239781,1104,0
0.6931471805599453,1,1.791759469228055,1.0986122886681098,2.772588722239781,1.0986122886681098,33,0
1.0986122886681098,30,3.218875824868201,1.6094379124341005,4.68213122712422,2.1972245773362196,9202,0
1.9459101490553132,28,1.3862943611198906,1.0986122886681098,3.1354942159291497,1.3862943611198906,10133,0
3.091042453358316,10,0.0,0.6931471805599453,3.218875824868201,1.3862943611198906,1340,0
2.5649493574615367,6,3.091042453358316,1.0986122886681098,4.07753744390572,1.6094379124341005,9103,0
0.6931471805599453,8,2.1972245773362196,1.0986122886681098,3.367295829986474,0.6931471805599453,2206,1
1.3862943611198906,30,0.0,1.3862943611198906,3.9318256327243257,1.0986122886681098,2331,1
2.1972245773362196,29,3.8501476017100584,1.3862943611198906,5.19295685089021,1.6094379124341005,31794,1
1.9459101490553132,28,2.772588722239781,1.0986122886681098,3.295836866004329,1.6094379124341005,7842,1
1.791759469228055,4,2.302585092994046,2.3978952727983707,3.871201010907891,2.302585092994046,4220,0
1.6094379124341005,5,2.3978952727983707,2.772588722239781,4.343805421853684,2.302585092994046,1073,0
3.332204510175204,1,2.3978952727983707,1.0986122886681098,3.218875824868201,1.3862943611198906,871,0
2.1972245773362196,2,2.0794415416798357,0.6931471805599453,2.772588722239781,1.3862943611198906,1846,1
2.302585092994046,30,3.58351893845611,1.3862943611198906,4.454347296253507,2.0794415416798357,16446,0
2.3978952727983707,30,3.258096538021482,1.6094379124341005,5.659482215759621,2.70805020110221,6462,1
1.3862943611198906,11,1.0986122886681098,1.0986122886681098,2.9444389791664403,1.3862943611198906,11655,0
0.6931471805599453,9,1.3862943611198906,0.6931471805599453,2.9444389791664403,1.6094379124341005,4479,0
2.302585092994046,13,3.258096538021482,1.6094379124341005,4.0943445622221,2.4849066497880004,1404,0
1.9459101490553132,30,5.198497031265826,3.1780538303479458,6.86484777797086,3.295836866004329,32618,0
2.3978952727983707,30,5.003946305945459,2.4849066497880004,5.680172609017068,3.258096538021482,3468,0
3.4339872044851463,30,2.70805020110221,2.772588722239781,3.688879454113936,3.044522437723423,2922,0
2.5649493574615367,3,1.9459101490553132,1.0986122886681098,3.4657359027997265,1.3862943611198906,1426,1
0.6931471805599453,4,2.302585092994046,1.791759469228055,4.04305126783455,2.0794415416798357,1902,1
1.6094379124341005,4,4.859812404361672,1.9459101490553132,5.8289456176102075,1.791759469228055,486,0
1.9459101490553132,30,5.117993812416755,2.0794415416798357,6.970730078143525,3.4339872044851463,5648,1
0.6931471805599453,10,2.1972245773362196,2.0794415416798357,4.1588830833596715,2.4849066497880004,1288,1
0.6931471805599453,6,2.833213344056216,0.6931471805599453,3.6635616461296463,1.791759469228055,141,0
2.302585092994046,24,4.1588830833596715,2.0794415416798357,5.961005339623274,3.258096538021482,32070,0
1.0986122886681098,7,2.6390573296152584,1.6094379124341005,4.5217885770490405,1.6094379124341005,559,1
2.5649493574615367,6,1.3862943611198906,1.6094379124341005,3.367295829986474,1.9459101490553132,1178,1
1.3862943611198906,9,2.833213344056216,1.0986122886681098,3.610917912644224,1.3862943611198906,863,0
1.0986122886681098,8,4.605170185988092,2.70805020110221,6.159095388491933,2.8903717578961645,263,1
1.791759469228055,29,3.044522437723423,1.3862943611198906,4.74493212836325,2.302585092994046,682,1
1.6094379124341005,30,2.3978952727983707,0.6931471805599453,3.871201010907891,1.791759469228055,99746,1
2.3978952727983707,30,4.382026634673881,1.9459101490553132,5.802118375377063,2.302585092994046,8345,1
2.1972245773362196,11,0.6931471805599453,1.3862943611198906,2.9444389791664403,1.3862943611198906,5091,1
1.9459101490553132,16,1.3862943611198906,1.3862943611198906,4.04305126783455,1.791759469228055,11377,1
0.6931471805599453,2,2.302585092994046,0.6931471805599453,2.70805020110221,0.6931471805599453,160,1
1.6094379124341005,14,2.772588722239781,1.6094379124341005,4.59511985013459,2.302585092994046,12119,0
0.6931471805599453,30,2.0794415416798357,1.0986122886681098,4.31748811353631,1.3862943611198906,472,0
2.1972245773362196,5,2.1972245773362196,1.0986122886681098,3.218875824868201,1.6094379124341005,3776,0
2.0794415416798357,16,1.791759469228055,0.6931471805599453,3.49650756146648,1.9459101490553132,10594,1
1.9459101490553132,20,3.1354942159291497,1.3862943611198906,5.153291594497779,2.6390573296152584,7034,0
1.6094379124341005,14,1.9459101490553132,1.3862943611198906,3.49650756146648,1.6094379124341005,2338,0
0.6931471805599453,18,4.248495242049359,1.791759469228055,5.768320995793772,2.3978952727983707,1004,0
0.6931471805599453,11,3.091042453358316,1.6094379124341005,4.51085950651685,2.0794415416798357,9641,0
2.3978952727983707,3,0.0,1.0986122886681098,2.6390573296152584,1.791759469228055,17378,1
0.6931471805599453,12,3.610917912644224,2.3978952727983707,5.75890177387728,1.3862943611198906,1878,1
1.0986122886681098,5,2.6390573296152584,0.6931471805599453,2.5649493574615367,1.9459101490553132,1347,0
0.6931471805599453,5,2.0794415416798357,1.6094379124341005,2.772588722239781,1.791759469228055,56,1
2.995732273553991,3,5.84354441703136,3.295836866004329,8.756525002926972,3.4339872044851463,10079,1
2.8903717578961645,8,2.8903717578961645,1.0986122886681098,5.231108616854587,1.3862943611198906,8955,0
2.1972245773362196,6,2.833213344056216,1.3862943611198906,3.258096538021482,1.791759469228055,2214,1
3.4339872044851463,6,1.791759469228055,1.3862943611198906,2.70805020110221,1.0986122886681098,1029,1
0.6931471805599453,1,4.219507705176107,1.0986122886681098,3.49650756146648,2.302585092994046,243,0
1.3862943611198906,30,5.147494476813453,2.8903717578961645,6.948897222313312,2.4849066497880004,27403,1
2.70805020110221,15,5.389071729816501,2.772588722239781,6.775366090936392,3.4339872044851463,13597,1
2.0794415416798357,7,2.1972245773362196,1.9459101490553132,3.9889840465642745,1.9459101490553132,19222,0
2.5649493574615367,11,3.367295829986474,2.0794415416798357,5.2832037287379885,1.6094379124341005,978,1
2.9444389791664403,9,2.0794415416798357,1.791759469228055,3.49650756146648,1.9459101490553132,902,0
1.9459101490553132,20,4.9344739331306915,1.6094379124341005,6.4457198193855785,2.5649493574615367,74,1
2.772588722239781,11,1.0986122886681098,2.772588722239781,3.828641396489095,2.833213344056216,8474,1
1.3862943611198906,8,2.302585092994046,1.3862943611198906,3.6635616461296463,1.791759469228055,287,0
1.6094379124341005,16,3.970291913552122,2.1972245773362196,5.3230099791384085,3.044522437723423,46066,0
1.3862943611198906,8,2.833213344056216,1.6094379124341005,3.688879454113936,2.302585092994046,289,0
3.4339872044851463,30,4.394449154672439,2.0794415416798357,6.726233402358747,3.4339872044851463,30076,1
0.6931471805599453,29,1.0986122886681098,1.0986122886681098,2.833213344056216,1.9459101490553132,18089,0
1.3862943611198906,27,3.8918202981106265,1.791759469228055,5.003946305945459,2.4849066497880004,3978,1
1.791759469228055,3,1.3862943611198906,1.791759469228055,3.828641396489095,1.3862943611198906,2360,1
2.0794415416798357,16,2.4849066497880004,1.3862943611198906,3.044522437723423,2.1972245773362196,2290,0
1.3862943611198906,2,2.5649493574615367,2.3978952727983707,3.688879454113936,2.1972245773362196,3794,0
2.0794415416798357,21,2.0794415416798357,1.0986122886681098,3.4657359027997265,1.791759469228055,4708,0
2.833213344056216,18,3.044522437723423,1.6094379124341005,3.688879454113936,2.0794415416798357,1999,1
1.9459101490553132,7,2.3978952727983707,1.791759469228055,4.060443010546419,2.772588722239781,1449,0
2.995732273553991,30,5.598421958998375,2.833213344056216,6.784457062637643,3.4339872044851463,89242,1
1.0986122886681098,27,3.367295829986474,1.3862943611198906,5.2574953720277815,2.833213344056216,701,1
0.6931471805599453,12,2.302585092994046,1.3862943611198906,3.258096538021482,1.9459101490553132,34,1
3.1780538303479458,9,2.833213344056216,2.0794415416798357,4.3694478524670215,2.1972245773362196,9239,0
0.6931471805599453,30,3.9318256327243257,4.219507705176107,6.045005314036012,2.9444389791664403,31597,1
1.6094379124341005,19,1.9459101490553132,4.204692619390966,4.804021044733257,2.3978952727983707,2940,0
0.6931471805599453,10,1.9459101490553132,3.688879454113936,4.700480365792417,1.791759469228055,3663,0
1.3862943611198906,30,4.795790545596741,2.4849066497880004,6.19644412779452,2.833213344056216,4550,1
1.3862943611198906,24,3.688879454113936,1.791759469228055,4.6913478822291435,2.302585092994046,3828,1
1.3862943611198906,30,3.951243718581427,2.4849066497880004,5.455321115357702,2.4849066497880004,7540,1
1.0986122886681098,30,2.8903717578961645,1.9459101490553132,3.7612001156935624,1.6094379124341005,5584,0
2.302585092994046,2,2.0794415416798357,1.6094379124341005,3.091042453358316,1.6094379124341005,291,0
2.772588722239781,1,4.983606621708336,1.791759469228055,5.442417710521793,1.0986122886681098,408,1
1.6094379124341005,3,0.0,0.6931471805599453,2.9444389791664403,0.6931471805599453,412,0
1.3862943611198906,13,1.3862943611198906,0.6931471805599453,2.70805020110221,1.6094379124341005,3379,0
0.6931471805599453,7,1.6094379124341005,1.3862943611198906,2.8903717578961645,0.6931471805599453,869,0
1.791759469228055,13,1.0986122886681098,1.0986122886681098,2.8903717578961645,1.0986122886681098,1031,0
2.5649493574615367,2,2.302585092994046,1.0986122886681098,2.6390573296152584,1.0986122886681098,1040,1
0.6931471805599453,7,2.995732273553991,0.6931471805599453,3.828641396489095,1.0986122886681098,1113,0
1.0986122886681098,6,3.5553480614894135,1.6094379124341005,3.80666248977032,1.3862943611198906,796,0
1.3862943611198906,4,2.302585092994046,1.0986122886681098,3.1780538303479458,2.3978952727983707,41894,0
0.6931471805599453,27,2.302585092994046,1.0986122886681098,2.995732273553991,2.1972245773362196,2487,1
1.6094379124341005,6,1.791759469228055,1.6094379124341005,3.258096538021482,1.6094379124341005,3973,0
3.295836866004329,30,3.218875824868201,1.791759469228055,3.367295829986474,2.8903717578961645,1213,1
2.4849066497880004,3,0.0,1.0986122886681098,2.8903717578961645,1.0986122886681098,357,0
1.0986122886681098,1,3.58351893845611,1.791759469228055,6.059123195581797,1.6094379124341005,40,0
0.6931471805599453,12,1.3862943611198906,0.6931471805599453,2.772588722239781,1.3862943611198906,342,0
0.6931471805599453,16,2.772588722239781,1.6094379124341005,4.143134726391533,1.6094379124341005,311,0
2.1972245773362196,21,3.091042453358316,1.791759469228055,5.236441962829949,2.302585092994046,2361,1
2.772588722239781,30,3.332204510175204,1.791759469228055,5.298317366548036,2.302585092994046,4251,1
0.6931471805599453,0,1.6094379124341005,0.6931471805599453,3.4657359027997265,1.0986122886681098,1871,0
1.9459101490553132,17,5.855071922202427,2.3978952727983707,6.643789733147672,2.6390573296152584,6121,0
2.4849066497880004,6,2.772588722239781,1.9459101490553132,3.1354942159291497,2.3978952727983707,2053,1
0.6931471805599453,8,0.6931471805599453,0.6931471805599453,3.044522437723423,1.0986122886681098,821,0
1.9459101490553132,27,3.332204510175204,1.6094379124341005,4.127134385045092,1.791759469228055,16197,1
2.0794415416798357,7,1.791759469228055,1.3862943611198906,3.295836866004329,1.6094379124341005,3869,1
0.6931471805599453,30,0.6931471805599453,1.3862943611198906,2.9444389791664403,1.791759469228055,14804,1
0.6931471805599453,18,3.1354942159291497,1.3862943611198906,4.31748811353631,1.791759469228055,800,0
2.1972245773362196,24,2.6390573296152584,2.302585092994046,4.382026634673881,1.9459101490553132,2975,0
3.4339872044851463,21,5.220355825078324,3.258096538021482,7.494986233950533,3.4339872044851463,4332,1
0.6931471805599453,6,1.791759469228055,1.0986122886681098,3.1354942159291497,1.3862943611198906,258,1
2.1972245773362196,10,1.0986122886681098,1.3862943611198906,2.772588722239781,1.3862943611198906,773,0
2.6390573296152584,30,2.70805020110221,2.1972245773362196,3.295836866004329,2.6390573296152584,80074,1
3.4339872044851463,30,4.897839799950911,1.791759469228055,5.834810737062605,3.295836866004329,13753,0
0.6931471805599453,30,1.791759469228055,1.791759469228055,3.1780538303479458,1.0986122886681098,4710,0
1.0986122886681098,5,2.4849066497880004,1.0986122886681098,4.762173934797756,1.9459101490553132,5353,0
1.6094379124341005,14,0.6931471805599453,0.6931471805599453,2.6390573296152584,1.9459101490553132,986,1
0.6931471805599453,8,2.1972245773362196,1.0986122886681098,2.8903717578961645,2.0794415416798357,3126,1
1.0986122886681098,19,3.5553480614894135,1.3862943611198906,4.875197323201151,2.772588722239781,199,0
1.791759469228055,2,3.1780538303479458,1.0986122886681098,4.110873864173311,1.0986122886681098,40,0
2.1972245773362196,23,4.48863636973214,1.3862943611198906,6.104793232414985,2.8903717578961645,980,1
0.6931471805599453,6,2.302585092994046,0.0,2.995732273553991,0.6931471805599453,535,1
1.791759469228055,18,2.302585092994046,0.6931471805599453,3.828641396489095,3.4339872044851463,22173,1
1.0986122886681098,4,2.772588722239781,2.1972245773362196,3.6375861597263857,2.1972245773362196,6805,1
1.3862943611198906,8,2.772588722239781,1.3862943611198906,3.5553480614894135,1.6094379124341005,3263,0
2.4849066497880004,20,2.1972245773362196,1.6094379124341005,3.688879454113936,1.791759469228055,1405,1
1.9459101490553132,7,2.302585092994046,1.791759469228055,3.4011973816621555,1.0986122886681098,792,0
2.9444389791664403,30,4.189654742026425,1.791759469228055,5.313205979041787,3.044522437723423,21610,0
2.0794415416798357,10,1.9459101490553132,1.6094379124341005,2.6390573296152584,1.9459101490553132,1410,0
2.4849066497880004,30,5.375278407684165,2.302585092994046,6.777646593635117,3.4339872044851463,1866,1
2.0794415416798357,25,3.218875824868201,1.3862943611198906,5.723585101952381,1.791759469228055,2009,0
2.995732273553991,5,1.0986122886681098,1.3862943611198906,3.4657359027997265,1.3862943611198906,1387,1
1.791759469228055,4,1.3862943611198906,0.0,2.4849066497880004,2.4849066497880004,771,0
0.6931471805599453,16,4.1588830833596715,1.6094379124341005,5.247024072160486,2.1972245773362196,2315,0
1.9459101490553132,7,2.833213344056216,1.0986122886681098,2.5649493574615367,2.4849066497880004,1291,1
1.6094379124341005,1,2.833213344056216,1.0986122886681098,3.610917912644224,1.0986122886681098,1144,0
2.1972245773362196,30,0.6931471805599453,0.6931471805599453,3.367295829986474,1.6094379124341005,275109,1
1.6094379124341005,26,4.499809670330265,2.1972245773362196,6.375024819828097,1.0986122886681098,13425,1
1.3862943611198906,13,2.9444389791664403,1.0986122886681098,2.833213344056216,0.6931471805599453,201,0
1.9459101490553132,30,1.0986122886681098,1.3862943611198906,3.6635616461296463,1.6094379124341005,5695,0
1.9459101490553132,30,2.0794415416798357,1.0986122886681098,4.406719247264253,1.6094379124341005,5971,0
0.6931471805599453,15,2.772588722239781,1.6094379124341005,3.871201010907891,2.302585092994046,598,1
1.0986122886681098,1,2.1972245773362196,1.791759469228055,3.688879454113936,1.3862943611198906,1653,1
0.6931471805599453,1,2.995732273553991,1.791759469228055,3.295836866004329,1.3862943611198906,157,0
1.0986122886681098,4,0.0,0.6931471805599453,2.4849066497880004,1.0986122886681098,2513,1
2.70805020110221,8,2.9444389791664403,1.3862943611198906,5.634789603169249,2.0794415416798357,4858,0
1.6094379124341005,30,4.3694478524670215,2.5649493574615367,7.436617265234227,2.9444389791664403,508,1
1.9459101490553132,14,1.3862943611198906,0.6931471805599453,4.219507705176107,1.6094379124341005,11262,1
2.772588722239781,2,3.295836866004329,1.6094379124341005,5.2574953720277815,1.3862943611198906,2388,1
2.1972245773362196,11,2.3978952727983707,2.5649493574615367,3.4339872044851463,2.1972245773362196,1069,1
1.6094379124341005,30,1.0986122886681098,1.6094379124341005,3.80666248977032,1.3862943611198906,10384,0
2.1972245773362196,30,1.9459101490553132,1.0986122886681098,3.4339872044851463,1.0986122886681098,21063,1
1.0986122886681098,17,2.3978952727983707,1.3862943611198906,3.713572066704308,1.9459101490553132,581,0
1.0986122886681098,6,3.5553480614894135,1.0986122886681098,6.013715156042802,2.1972245773362196,250,0
1.9459101490553132,5,3.951243718581427,1.3862943611198906,4.248495242049359,2.4849066497880004,437,1
1.9459101490553132,8,3.6635616461296463,1.6094379124341005,4.060443010546419,1.9459101490553132,369,1
2.302585092994046,8,4.204692619390966,1.6094379124341005,4.31748811353631,2.302585092994046,2167,1
2.772588722239781,1,3.295836866004329,1.3862943611198906,3.1780538303479458,1.3862943611198906,844,1
2.1972245773362196,30,3.091042453358316,1.0986122886681098,2.8903717578961645,2.3978952727983707,9286,0
1.6094379124341005,30,3.091042453358316,1.6094379124341005,4.663439094112067,1.9459101490553132,1464,0
3.044522437723423,4,1.9459101490553132,1.3862943611198906,2.833213344056216,2.0794415416798357,1500,1
1.3862943611198906,9,1.6094379124341005,1.3862943611198906,3.367295829986474,1.3862943611198906,225,1
1.9459101490553132,13,2.833213344056216,1.3862943611198906,3.367295829986474,2.1972245773362196,2003,1
1.9459101490553132,8,2.4849066497880004,1.3862943611198906,3.912023005428146,1.6094379124341005,1309,0
1.791759469228055,8,2.772588722239781,1.3862943611198906,4.189654742026425,2.0794415416798357,1082,0
0.6931471805599453,3,3.5263605246161616,1.3862943611198906,4.499809670330265,2.4849066497880004,50,1
3.1354942159291497,8,0.6931471805599453,1.3862943611198906,2.995732273553991,1.3862943611198906,9559,1
2.1972245773362196,6,2.302585092994046,1.3862943611198906,3.871201010907891,1.3862943611198906,652,0
1.6094379124341005,30,5.814130531825066,2.833213344056216,7.929846429742503,3.4339872044851463,22122,1
2.1972245773362196,30,3.218875824868201,1.3862943611198906,4.584967478670572,2.6390573296152584,26719,1
1.791759469228055,13,1.0986122886681098,1.0986122886681098,2.833213344056216,1.791759469228055,823,1
1.3862943611198906,1,2.4849066497880004,0.6931471805599453,3.912023005428146,1.3862943611198906,11,0
1.3862943611198906,4,1.6094379124341005,0.0,3.1780538303479458,1.791759469228055,1378,0
2.4849066497880004,9,1.3862943611198906,1.3862943611198906,3.295836866004329,1.6094379124341005,16888,1
2.302585092994046,7,1.0986122886681098,1.3862943611198906,2.70805020110221,1.791759469228055,1852,1
2.0794415416798357,13,2.3978952727983707,1.791759469228055,3.784189633918261,1.6094379124341005,1273,0
1.0986122886681098,30,0.6931471805599453,2.9444389791664403,2.6390573296152584,1.6094379124341005,104,0
2.995732273553991,2,1.791759469228055,1.3862943611198906,4.709530201312334,1.3862943611198906,283,1
1.3862943611198906,7,1.9459101490553132,1.6094379124341005,3.4339872044851463,1.9459101490553132,2762,1
2.70805020110221,4,3.295836866004329,1.6094379124341005,3.49650756146648,1.6094379124341005,1062,1
2.3978952727983707,4,2.1972245773362196,1.3862943611198906,4.219507705176107,1.791759469228055,3794,0
2.0794415416798357,7,2.302585092994046,1.0986122886681098,3.4339872044851463,2.0794415416798357,27526,0
2.0794415416798357,6,0.0,0.6931471805599453,2.995732273553991,0.6931471805599453,11410,0
2.833213344056216,4,2.70805020110221,1.0986122886681098,2.4849066497880004,1.3862943611198906,2641,0
1.0986122886681098,18,2.833213344056216,1.3862943611198906,3.6375861597263857,2.0794415416798357,180,0
0.6931471805599453,21,2.4849066497880004,1.0986122886681098,3.49650756146648,2.0794415416798357,2700,0
