repo_owner,repo_name,Number of Components,vulnerability-proneness-all,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,vp-category-equalfreq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,commit_count,issue_count,network_count,subscribers_count,languages,lang_javascript,lang_typescript,lang_shell,lang_dockerfile,lang_python,lang_mustache,lang_handlebars,lang_html,lang_kotlin,lang_powershell,lang_makefile,lang_smarty,lang_cmake,lang_cplusplus,lang_ruby,lang_vue,lang_css,lang_swift,lang_rust,lang_hcl,lang_batchfile,lang_c#,lang_dart,lang_julia,lang_odin,lang_java,lang_nix,lang_objective_c,lang_jinja,lang_nunjucks,lang_jq,lang_php,lang_agda,lang_lua,dependencies_json,dep_count,dep_error,cat_api management,cat_chat,cat_code quality,cat_code review,cat_container ci,cat_continuous integration,cat_dependency management,cat_deployment,cat_game ci,cat_localization,cat_mobile,cat_mobile ci,cat_monitoring,cat_project management,cat_publishing,cat_security,cat_support,cat_testing,cat_utilities
teatimeguest,setup-texlive-action,125,3.0,4,30,2,4,44,3,10384,30,11,30,2,10384000,1,A GitHub Action to set up TeX Live,TypeScript,MIT License,False,True,45.0,645,346.0,2.0,4.0,"['TypeScript', 'JavaScript', 'Shell', 'Nunjucks', 'jq']",1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,"{""repository"": ""teatimeguest/setup-texlive-action"", ""dependencies"": [{""name"": ""semver"", ""version"": ""^7.7.1"", ""type"": ""production""}, {""name"": ""@go-task/cli"", ""version"": ""^3.39.2"", ""type"": ""development""}, {""name"": ""@rspack/cli"", ""version"": ""^1.0.14"", ""type"": ""development""}, {""name"": ""@types/mock-fs"", ""version"": ""^4.13.4"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""~20.16.15"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.5.8"", ""type"": ""development""}, {""name"": ""better-typescript-lib"", ""version"": ""^2.9.0"", ""type"": ""development""}, {""name"": ""dprint"", ""version"": ""^0.47.5"", ""type"": ""development""}, {""name"": ""editorconfig-checker"", ""version"": ""^6.0.0"", ""type"": ""development""}, {""name"": ""esbuild"", ""version"": ""^0.24.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^9.13.0"", ""type"": ""development""}, {""name"": ""git-cliff"", ""version"": ""^2.6.1"", ""type"": ""development""}, {""name"": ""jest-extended"", ""version"": ""^4.0.2"", ""type"": ""development""}, {""name"": ""markdown-link-check"", ""version"": ""^3.12.2"", ""type"": ""development""}, {""name"": ""mock-fs"", ""version"": ""^5.4.1"", ""type"": ""development""}, {""name"": ""npm-run-all2"", ""version"": ""^7.0.1"", ""type"": ""development""}, {""name"": ""patch-package"", ""version"": ""^8.0.0"", ""type"": ""development""}, {""name"": ""taze"", ""version"": ""^0.18.0"", ""type"": ""development""}, {""name"": ""ts-dedent"", ""version"": ""^2.2.0"", ""type"": ""development""}, {""name"": ""ts-essentials"", ""version"": ""^10.0.2"", ""type"": ""development""}, {""name"": ""tsx"", ""version"": ""^4.19.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.6.3"", ""type"": ""development""}, {""name"": ""vitest"", ""version"": ""^2.1.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 23, ""error"": null}}",23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
technote-space,create-pr-action,731,25.0,8,30,6,2,30,2,21063,30,5,30,4,21063000,2,GitHub Actions to manage PullRequest,TypeScript,MIT License,False,True,31.0,984,262.0,6.0,2.0,"['TypeScript', 'JavaScript', 'Shell']",1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""technote-space/create-pr-action"", ""dependencies"": [{""name"": ""npm-check-updates"", ""version"": ""^16.4.3"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""development""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""development""}, {""name"": ""@commitlint/cli"", ""version"": ""^17.3.0"", ""type"": ""development""}, {""name"": ""@commitlint/config-conventional"", ""version"": ""^17.3.0"", ""type"": ""development""}, {""name"": ""@rollup/plugin-commonjs"", ""version"": ""^23.0.3"", ""type"": ""development""}, {""name"": ""@rollup/plugin-json"", ""version"": ""^5.0.2"", ""type"": ""development""}, {""name"": ""@rollup/plugin-node-resolve"", ""version"": ""^15.0.1"", ""type"": ""development""}, {""name"": ""@rollup/plugin-typescript"", ""version"": ""^10.0.1"", ""type"": ""development""}, {""name"": ""@sindresorhus/tsconfig"", ""version"": ""^3.0.1"", ""type"": ""development""}, {""name"": ""@technote-space/github-action-helper"", ""version"": ""^5.3.10"", ""type"": ""development""}, {""name"": ""@technote-space/github-action-pr-helper"", ""version"": ""^2.3.7"", ""type"": ""development""}, {""name"": ""@technote-space/github-action-test-helper"", ""version"": ""^0.11.1"", ""type"": ""development""}, {""name"": ""@technote-space/release-github-actions-cli"", ""version"": ""^1.9.3"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^18.11.10"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^5.45.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.45.0"", ""type"": ""development""}, {""name"": ""@vitest/coverage-c8"", ""version"": ""^0.25.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.29.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.26.0"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""^8.0.2"", ""type"": ""development""}, {""name"": ""lint-staged"", ""version"": ""^13.1.0"", ""type"": ""development""}, {""name"": ""pinst"", ""version"": ""^3.0.0"", ""type"": ""development""}, {""name"": ""rollup"", ""version"": ""^3.5.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.9.3"", ""type"": ""development""}, {""name"": ""vitest"", ""version"": ""^0.25.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 26, ""error"": null}}",26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
test-room-7,action-update-file,53,3.0,2,17,10,3,40,6,581,24,4,12,1,581000,1,Update (i.e. commit and push) files on GitHub,TypeScript,MIT License,False,True,40.0,108,24.0,10.0,3.0,['TypeScript'],,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""test-room-7/action-update-file"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.10.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""4.0.0"", ""type"": ""production""}, {""name"": ""@octokit/plugin-throttling"", ""version"": ""3.3.1"", ""type"": ""production""}, {""name"": ""fast-glob"", ""version"": ""3.2.12"", ""type"": ""production""}, {""name"": ""@types/node"", ""version"": ""14.11.8"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""4.4.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""4.4.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.36.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""7.11.0"", ""type"": ""development""}, {""name"": ""eslint-config-web-scrobbler"", ""version"": ""2.1.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.1.2"", ""type"": ""development""}, {""name"": ""prettier-config-web-scrobbler"", ""version"": ""0.1.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""4.0.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 13, ""error"": null}}",13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
test-summary,action,25,0.0,2,6,34,2,408,8,250,30,20,18,2,250000,0,Show a helpful summary of test results in GitHub Actions CI/CD workflow runs,TypeScript,MIT License,False,True,410.0,47,51.0,35.0,2.0,['TypeScript'],,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""test-summary/action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""glob"", ""version"": ""^8.1.0"", ""type"": ""production""}, {""name"": ""glob-promise"", ""version"": ""^6.0.2"", ""type"": ""production""}, {""name"": ""xml2js"", ""version"": ""^0.5.0"", ""type"": ""production""}, {""name"": ""@types/chai"", ""version"": ""^4.3.4"", ""type"": ""development""}, {""name"": ""@types/chai-as-promised"", ""version"": ""^7.1.5"", ""type"": ""development""}, {""name"": ""@types/mocha"", ""version"": ""^10.0.1"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^18.11.18"", ""type"": ""development""}, {""name"": ""@types/xml2js"", ""version"": ""^0.4.11"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.0"", ""type"": ""development""}, {""name"": ""chai"", ""version"": ""^4.3.7"", ""type"": ""development""}, {""name"": ""chai-as-promised"", ""version"": ""^7.1.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.32.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.6.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^27.2.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.4.0"", ""type"": ""development""}, {""name"": ""mocha"", ""version"": ""^10.2.0"", ""type"": ""development""}, {""name"": ""mocha-junit-reporter"", ""version"": ""^2.2.0"", ""type"": ""development""}, {""name"": ""mocha-multi-reporters"", ""version"": ""^1.5.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^2.8.3"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.9.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 22, ""error"": null}}",22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the-actions-org,workflow-dispatch,161,4.0,6,5,51,3,69,11,437,24,1,24,1,437000,1,"A GitHub Action for triggering workflows, using the `workflow_dispatch` event",TypeScript,MIT License,False,False,69.0,81,24.0,129.0,3.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""the-actions-org/workflow-dispatch"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.10.1"", ""type"": ""development""}, {""name"": ""@actions/github"", ""version"": ""6.0.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""7.7.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""7.7.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.57.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.4.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 7, ""error"": null}}",7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
thomaseizinger,keep-a-changelog-new-release,952,27.0,6,8,38,4,57,6,369,29,2,10,0,369000,2,Automatically update your CHANGELOG.md for a new release,TypeScript,MIT License,False,True,58.0,38,29.0,38.0,4.0,"['TypeScript', 'JavaScript', 'Shell']",1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""thomaseizinger/keep-a-changelog-new-release"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.2.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.0.3"", ""type"": ""production""}, {""name"": ""remark-parse"", ""version"": ""^7.0.2"", ""type"": ""production""}, {""name"": ""remark-stringify"", ""version"": ""^8.1.1"", ""type"": ""production""}, {""name"": ""stream-buffers"", ""version"": ""^3.0.2"", ""type"": ""production""}, {""name"": ""unified"", ""version"": ""^8.4.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^24.0.23"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^12.7.12"", ""type"": ""development""}, {""name"": ""@types/stream-buffers"", ""version"": ""^3.0.3"", ""type"": ""development""}, {""name"": ""@types/unist"", ""version"": ""^2.0.3"", ""type"": ""development""}, {""name"": ""@types/vfile"", ""version"": ""^4.0.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^2.8.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^5.16.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^2.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^22.21.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^24.9.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^24.9.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^3.13.1"", ""type"": ""development""}, {""name"": ""mock-env"", ""version"": ""^0.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^1.19.1"", ""type"": ""development""}, {""name"": ""to-vfile"", ""version"": ""^6.0.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^24.2.0"", ""type"": ""development""}, {""name"": ""ts-loader"", ""version"": ""^6.2.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^3.7.3"", ""type"": ""development""}, {""name"": ""webpack"", ""version"": ""^4.41.2"", ""type"": ""development""}, {""name"": ""webpack-cli"", ""version"": ""^3.3.10"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 26, ""error"": null}}",26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tibdex,backport,477,5.0,9,8,66,4,74,9,2167,30,11,30,4,2167000,1,🔙 GitHub Action to backport pull requests,TypeScript,MIT License,False,True,74.0,54,114.0,66.0,4.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""tibdex/backport"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""ensure-error"", ""version"": ""^4.0.0"", ""type"": ""production""}, {""name"": ""lodash-es"", ""version"": ""^4.17.21"", ""type"": ""production""}, {""name"": ""@trivago/prettier-plugin-sort-imports"", ""version"": ""^4.2.0"", ""type"": ""development""}, {""name"": ""@octokit/webhooks-types"", ""version"": ""^7.1.0"", ""type"": ""development""}, {""name"": ""@types/error-cause"", ""version"": ""^1.0.1"", ""type"": ""development""}, {""name"": ""@types/lodash-es"", ""version"": ""^4.17.8"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.4.5"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.1"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^8.9.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.28.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-sort-destructure-keys"", ""version"": ""^1.5.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-typescript-sort-keys"", ""version"": ""^2.3.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.0.0"", ""type"": ""development""}, {""name"": ""prettier-plugin-packagejson"", ""version"": ""^2.4.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.1.6"", ""type"": ""development""}, {""name"": ""xo"", ""version"": ""^0.55.0"", ""type"": ""development""}, {""name"": ""yarn-deduplicate"", ""version"": ""^6.0.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 20, ""error"": null}}",20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tinovyatkin,action-php-codesniffer,45,4.0,15,1,26,3,23,3,844,30,25,30,9,844000,1,Github Action to check your code with PHP_CodeSniffer that can check only PR changed files or even lines,TypeScript,MIT License,False,True,23.0,157,143.0,25.0,3.0,"['TypeScript', 'PHP', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,"{""repository"": ""tinovyatkin/action-php-codesniffer"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.2.6"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""5.1.1"", ""type"": ""production""}, {""name"": ""@octokit/webhooks"", ""version"": ""12.0.3"", ""type"": ""production""}, {""name"": ""git-blame-json"", ""version"": ""1.0.2"", ""type"": ""production""}, {""name"": ""php-codesniffer"", ""version"": ""1.0.2"", ""type"": ""production""}, {""name"": ""picomatch"", ""version"": ""2.2.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""29.5.4"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""18.17.3"", ""type"": ""development""}, {""name"": ""@types/picomatch"", ""version"": ""2.2.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""6.6.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""6.6.0"", ""type"": ""development""}, {""name"": ""@zeit/ncc"", ""version"": ""0.22.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.46.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""9.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""27.2.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.6.4"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""29.6.4"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.0.3"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.1.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.2.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 21, ""error"": null}}",21,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tj-actions,glob,543,1.0,8,30,21,2,17,10,9286,30,9,30,3,9286000,0,:octocat: Github action to match glob patterns with support for matching deleted files.,TypeScript,MIT License,False,True,17.0,2429,1612.0,21.0,2.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""tj-actions/glob"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""1.1.1"", ""type"": ""production""}, {""name"": ""@actions/glob"", ""version"": ""0.5.0"", ""type"": ""production""}, {""name"": ""minimatch"", ""version"": ""^10.0.1"", ""type"": ""production""}, {""name"": ""uuid"", ""version"": ""10.0.0"", ""type"": ""production""}, {""name"": ""@eslint/eslintrc"", ""version"": ""^3.0.2"", ""type"": ""development""}, {""name"": ""@eslint/js"", ""version"": ""^9.1.1"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""22.13.5"", ""type"": ""development""}, {""name"": ""@types/uuid"", ""version"": ""10.0.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""7.18.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^9.1.1"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^9.0.0"", ""type"": ""development""}, {""name"": ""eslint-config-standard-with-typescript"", ""version"": ""^43.0.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-eslint-comments"", ""version"": ""^3.2.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-filenames"", ""version"": ""^1.3.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""5.1.8"", ""type"": ""development""}, {""name"": ""eslint-plugin-i18n-text"", ""version"": ""^1.0.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.25.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""28.11.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-n"", ""version"": ""^15.0.0 || ^16.0.0 || ^17.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-no-only-tests"", ""version"": ""^3.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.0.0-alpha.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-promise"", ""version"": ""^7.0.0"", ""type"": ""development""}, {""name"": ""globals"", ""version"": ""^15.0.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.5.2"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.7.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 30, ""error"": null}}",30,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tmcw,notfoundbot,642,39.0,5,9,7,4,114,6,3038,30,9,30,1,3038000,2,,,,,,,112,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""tmcw/notfoundbot"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.3.0"", ""type"": ""production""}, {""name"": ""@iarna/toml"", ""version"": ""^2.2.5"", ""type"": ""production""}, {""name"": ""@types/js-yaml"", ""version"": ""^3.12.5"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^3.14.1"", ""type"": ""production""}, {""name"": ""standard-version"", ""version"": ""^9.1.0"", ""type"": ""production""}, {""name"": ""@actions/cache"", ""version"": ""^1.0.5"", ""type"": ""development""}, {""name"": ""@actions/github"", ""version"": ""^4.0.0"", ""type"": ""development""}, {""name"": ""@types/glob"", ""version"": ""^7.1.3"", ""type"": ""development""}, {""name"": ""@types/mdast"", ""version"": ""^3.0.3"", ""type"": ""development""}, {""name"": ""@types/tap"", ""version"": ""^14.10.1"", ""type"": ""development""}, {""name"": ""@types/unist"", ""version"": ""^2.0.3"", ""type"": ""development""}, {""name"": ""glob"", ""version"": ""^7.1.6"", ""type"": ""development""}, {""name"": ""is-absolute-url"", ""version"": ""^3.0.3"", ""type"": ""development""}, {""name"": ""magic-string"", ""version"": ""^0.25.7"", ""type"": ""development""}, {""name"": ""nock"", ""version"": ""^13.0.5"", ""type"": ""development""}, {""name"": ""p-all"", ""version"": ""^3.0.0"", ""type"": ""development""}, {""name"": ""remark"", ""version"": ""^13.0.0"", ""type"": ""development""}, {""name"": ""remark-frontmatter"", ""version"": ""^3.0.0"", ""type"": ""development""}, {""name"": ""tap"", ""version"": ""^15.0.9"", ""type"": ""development""}, {""name"": ""tempy"", ""version"": ""^1.0.0"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.0.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.1.3"", ""type"": ""development""}, {""name"": ""unified"", ""version"": ""^9.2.0"", ""type"": ""development""}, {""name"": ""unist-util-select"", ""version"": ""^3.0.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 24, ""error"": null}}",24,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
toshimaru,auto-author-assign,27,1.0,4,30,21,4,105,6,1464,30,7,30,2,1464000,0,GitHub Actions: Automatically assign pull request authors.,JavaScript,MIT License,False,True,108.0,137,107.0,21.0,4.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""toshimaru/auto-author-assign"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""6.0.0"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""standard-version"", ""version"": ""^9.5.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 4, ""error"": null}}",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tubone24,update_release,66,7.0,20,4,6,3,16,7,1500,30,23,30,10,1500000,2,This GitHub Action (written in JavaScript) is to change the Body Text and Name of an already created Release with using the GitHub Release API.,TypeScript,MIT License,False,True,16.0,423,719.0,6.0,3.0,"['TypeScript', 'JavaScript', 'Shell']",1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""tubone24/update_release"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.6.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""2.2.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""1.1.1"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""29.2.1"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""16.18.3"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""5.42.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.34.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.26.0"", ""type"": ""development""}, {""name"": ""eslint-config-airbnb"", ""version"": ""19.0.4"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""8.5.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""4.4.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""2.26.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""27.1.3"", ""type"": ""development""}, {""name"": ""eslint-plugin-jsx-a11y"", ""version"": ""6.6.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""4.2.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-react"", ""version"": ""7.31.10"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""8.0.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.2.2"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""29.2.2"", ""type"": ""development""}, {""name"": ""lint-staged"", ""version"": ""13.0.3"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.7.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.0.3"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""4.8.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 23, ""error"": null}}",23,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
